,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra_óptica,Wireless,Total,kpi_3
0,2024,1,Buenos Aires,203297,2790663,1799013,150290,5044557,
1,2023,4,Buenos Aires,223391,2797700,1784593,137993,5011620,0.8080273765502836
2,2023,3,Buenos Aires,237705,2784175,1740239,137921,4968237,2.548730375540371
3,2023,2,Buenos Aires,265537,2766463,1645945,138405,4885488,5.728867003453943
4,2023,1,Buenos Aires,304583,2761043,1551074,132458,4820928,6.116471554548655
5,2022,4,Buenos Aires,325908,2767247,1499149,129910,4794665,3.463631700384685
6,2022,3,Buenos Aires,339648,2748325,1436433,126846,4721668,4.366092953865582
7,2022,2,Buenos Aires,350652,2719613,1399043,126847,4667183,2.6725411584919123
8,2022,1,Buenos Aires,392045,2728865,1242121,125521,4555424,12.63339078882009
9,2021,4,Buenos Aires,426325,2706506,1176024,126887,4509157,5.620378495676959
10,2021,3,Buenos Aires,585729,2595485,885613,120228,4251609,32.79208864368522
11,2021,2,Buenos Aires,603255,2503830,854173,113546,4132351,3.6807531963665445
12,2021,1,Buenos Aires,629679,2452056,821597,98806,4060002,3.964960923664522
13,2020,4,Buenos Aires,635651,2441248,804991,93444,4033261,2.0628802061141056
14,2020,3,Buenos Aires,653930,2384557,749087,94162,3937277,7.462951566373466
15,2020,2,Buenos Aires,661272,2244277,723072,91736,3777546,3.5978436448929014
16,2020,1,Buenos Aires,673237,2210349,720688,85443,3708051,0.33079501809382145
17,2019,4,Buenos Aires,720011,2191672,669194,87111,3686254,7.694928525958093
18,2019,3,Buenos Aires,1277249,2144956,425386,85572,3960233,57.31453315341831
19,2019,2,Buenos Aires,1284658,2079900,382971,75240,3855698,11.07525112867554
20,2019,1,Buenos Aires,1304507,2020730,336362,64867,3746667,13.856797141175281
21,2018,4,Buenos Aires,1305576,1949637,296102,65477,3636606,13.59666601373851
22,2018,3,Buenos Aires,1435856,1929273,156382,62318,3610277,89.34532107275773
23,2018,2,Buenos Aires,1450203,1807868,143626,71256,3500699,8.881400303566208
24,2018,1,Buenos Aires,1452061,1793884,133928,64379,3475446,7.241204229138044
25,2017,4,Buenos Aires,1241172,1718013,131181,60082,3181896,2.0940532546634043
26,2017,3,Buenos Aires,1288025,1571180,124920,35058,3057960,5.012007684918348
27,2017,2,Buenos Aires,1378549,1535037,119132,21555,3078631,4.858476311990061
28,2017,1,Buenos Aires,1559178,1465817,118839,21200,3189376,0.2465520578261345
29,2016,4,Buenos Aires,1563542,1414676,118747,21394,3142701,0.07747564148989027
30,2016,3,Buenos Aires,1574216,1355770,113463,18867,3086592,4.657024756969232
31,2016,2,Buenos Aires,1579448,1305949,113070,21163,3045291,0.34757230034491904
32,2016,1,Buenos Aires,1583560,1200859,111231,21108,2942515,1.6533160719583568
33,2015,4,Buenos Aires,1586343,1223603,103269,20397,2959385,7.709961363042152
34,2015,3,Buenos Aires,1585467,1183894,113590,19989,2928765,-9.08618716436306
35,2015,2,Buenos Aires,1581770,1141052,115660,19268,2883790,-1.7897285146117932
36,2015,1,Buenos Aires,1583135,1096836,134177,18754,2861842,-13.800427793138914
37,2014,4,Buenos Aires,1575978,1070135,120528,17728,2816407,11.324339572547458
38,2014,3,Buenos Aires,1562533,1110628,124474,20049,2849565,-3.170139948904992
39,2014,2,Buenos Aires,1568881,1025490,120008,17020,2764546,3.7214185720951933
40,2014,1,Buenos Aires,1567685,1000879,120960,16528,2739876,-0.787037037037037
41,2024,1,Capital Federal,70108,1177475,203756,4493,1504711,
42,2023,4,Capital Federal,58700,1198835,182520,4492,1474367,11.634889327197019
43,2023,3,Capital Federal,60765,1205339,167428,4629,1467984,9.014023938648256
44,2023,2,Capital Federal,68348,1218631,136295,4504,1457678,22.842363989874904
45,2023,1,Capital Federal,132149,1223930,156222,4605,1548729,-12.755565797390892
46,2022,4,Capital Federal,138753,1238196,138548,4603,1551926,12.75658977394116
47,2022,3,Capital Federal,140791,1240125,129218,5758,1547679,7.22035629711031
48,2022,2,Capital Federal,145491,1232226,121506,5757,1536771,6.347011670205586
49,2022,1,Capital Federal,102290,1217225,62308,5784,1417541,95.00866662386852
50,2021,4,Capital Federal,111360,1205128,60005,5679,1412119,3.838013498875094
51,2021,3,Capital Federal,142902,1192107,42966,6059,1413405,39.65693804403482
52,2021,2,Capital Federal,148989,1175097,41318,5580,1400355,3.98857640737693
53,2021,1,Capital Federal,159805,1145093,39980,5559,1379673,3.346673336668334
54,2020,4,Capital Federal,163060,1142528,39890,4815,1379530,0.22562045625470042
55,2020,3,Capital Federal,170375,1129573,39417,3936,1372675,1.199989852094274
56,2020,2,Capital Federal,178896,1106133,39482,3937,1357821,-0.1646319841953295
57,2020,1,Capital Federal,184494,1097635,38898,3911,1353494,1.5013625379196875
58,2019,4,Capital Federal,196938,1093143,35534,3914,1358105,9.466989362300895
59,2019,3,Capital Federal,300288,1080973,24900,3895,1441211,42.70682730923695
60,2019,2,Capital Federal,309937,1061358,36082,3962,1415620,-30.990521589712323
61,2019,1,Capital Federal,328246,1030814,32281,3978,1399600,11.774728168272357
62,2018,4,Capital Federal,328253,1019490,33042,3978,1389020,-2.303129350523576
63,2018,3,Capital Federal,334353,1009252,35694,3872,1392490,-7.429820137838291
64,2018,2,Capital Federal,342431,977916,35610,3908,1369186,0.2358887952822241
65,2018,1,Capital Federal,349995,968483,35535,3164,1366570,0.21105951878429718
66,2017,4,Capital Federal,571363,961688,36277,3119,1582324,-2.045373101414119
67,2017,3,Capital Federal,583249,941092,33481,2814,1570359,8.35100504763896
68,2017,2,Capital Federal,615262,932466,38628,2819,1600191,-13.324531427979705
69,2017,1,Capital Federal,428801,918328,38259,2730,1399046,0.9644789461303223
70,2016,4,Capital Federal,434835,914952,38161,2583,1401459,0.25680668745577945
71,2016,3,Capital Federal,447726,905105,36796,2514,1403104,3.709642352429612
72,2016,2,Capital Federal,450644,892209,36669,2390,1394584,0.34634159644386264
73,2016,1,Capital Federal,454425,832126,36332,2284,1337896,0.927556974567874
74,2015,4,Capital Federal,455427,879950,19818,2273,1370226,83.32828741548087
75,2015,3,Capital Federal,454815,871262,30974,2229,1372068,-36.01730483631433
76,2015,2,Capital Federal,453178,858342,19786,2172,1346284,56.54503184069544
77,2015,1,Capital Federal,454934,841743,19334,1994,1332721,2.3378504189510707
78,2014,4,Capital Federal,455785,840224,17155,1962,1330520,12.701836199358787
79,2014,3,Capital Federal,450155,833402,17886,1995,1317825,-4.086995415408699
80,2014,2,Capital Federal,447637,828411,17729,1883,1310215,0.8855547408201252
81,2014,1,Capital Federal,445569,820161,17767,1866,1299918,-0.21387966454663138
82,2024,1,Catamarca,5901,11025,56542,1384,74933,
83,2023,4,Catamarca,6669,11016,55437,1384,74587,1.9932536031892059
84,2023,3,Catamarca,7164,11066,54650,1384,74355,1.4400731930466606
85,2023,2,Catamarca,7637,10700,53177,1384,72990,2.7699945465144706
86,2023,1,Catamarca,6980,10655,50230,1384,71492,5.867011745968545
87,2022,4,Catamarca,8952,10998,47337,1379,70909,6.11149840505313
88,2022,3,Catamarca,10010,10495,46224,1329,70293,2.407840083073728
89,2022,2,Catamarca,11928,9430,42087,1329,67008,9.829638605745242
90,2022,1,Catamarca,14181,15517,29118,1328,62378,44.53946012775602
91,2021,4,Catamarca,16385,13858,25100,1512,59090,16.00796812749004
92,2021,3,Catamarca,18413,11709,22331,1568,56254,12.399802964488828
93,2021,2,Catamarca,20305,9426,22331,1449,55744,0.0
94,2021,1,Catamarca,26316,4409,18688,322,51968,19.49379280821918
95,2020,4,Catamarca,26870,5115,17856,322,52396,4.659498207885305
96,2020,3,Catamarca,26868,3690,16857,261,49904,5.92632140950347
97,2020,2,Catamarca,26968,3641,14878,261,47976,13.301519021373839
98,2020,1,Catamarca,21945,3146,12056,261,39635,23.40743198407432
99,2019,4,Catamarca,22999,3318,9506,261,38311,26.825163054912686
100,2019,3,Catamarca,24349,5543,13,244,32400,73023.07692307692
101,2019,2,Catamarca,25682,5543,13,146,33635,0.0
102,2019,1,Catamarca,26912,4443,16,0,33622,-18.75
103,2018,4,Catamarca,26912,4443,16,0,33583,0.0
104,2018,3,Catamarca,27553,4443,15,1,34226,6.666666666666667
105,2018,2,Catamarca,27444,4415,15,1,34089,0.0
106,2018,1,Catamarca,27300,4415,15,1,33945,0.0
107,2017,4,Catamarca,27083,263,11,1,29558,36.36363636363637
108,2017,3,Catamarca,26873,4411,12,1,33478,-8.333333333333332
109,2017,2,Catamarca,26401,255,14,1,26705,-14.285714285714285
110,2017,1,Catamarca,26020,248,14,1,26317,0.0
111,2016,4,Catamarca,26735,250,14,1,27034,0.0
112,2016,3,Catamarca,26689,248,14,1,26970,0.0
113,2016,2,Catamarca,26262,245,14,1,26556,0.0
114,2016,1,Catamarca,26096,243,15,1,26389,-6.666666666666667
115,2015,4,Catamarca,26180,242,15,1,26472,0.0
116,2015,3,Catamarca,25801,242,15,1,26093,0.0
117,2015,2,Catamarca,25387,242,15,1,25679,0.0
118,2015,1,Catamarca,25033,241,16,1,25332,-6.25
119,2014,4,Catamarca,25192,241,16,0,25493,0.0
120,2014,3,Catamarca,24380,244,15,0,24686,6.666666666666667
121,2014,2,Catamarca,24380,243,17,0,24683,-11.76470588235294
122,2014,1,Catamarca,24126,46,17,0,24232,0.0
123,2024,1,Chaco,11343,58929,64463,8404,155543,
124,2023,4,Chaco,14000,60277,62301,8404,147386,3.470249273687421
125,2023,3,Chaco,16420,60058,54993,8267,142146,13.288964049969994
126,2023,2,Chaco,19115,59944,51955,8267,141855,5.84736791454143
127,2023,1,Chaco,21243,60727,49756,8142,142442,4.419567489348018
128,2022,4,Chaco,24582,61265,47285,7957,143663,5.225758697261288
129,2022,3,Chaco,27164,61800,44645,8178,144146,5.913316160824281
130,2022,2,Chaco,29552,61284,42194,8178,143564,5.808882779542115
131,2022,1,Chaco,32391,64546,36662,8164,144119,15.089193170039824
132,2021,4,Chaco,35548,63145,34688,8005,143745,5.690728782287823
133,2021,3,Chaco,38258,63659,27583,8018,139871,25.758619439509843
134,2021,2,Chaco,39826,62948,27584,8018,140729,-0.003625290023201856
135,2021,1,Chaco,43214,61251,25426,8004,139770,8.487375127821913
136,2020,4,Chaco,44332,61200,23687,7997,139091,7.341579769493816
137,2020,3,Chaco,45745,58825,20675,6706,133954,14.5683192261185
138,2020,2,Chaco,46816,56017,17266,6452,128132,19.744005560060234
139,2020,1,Chaco,46356,54144,11958,6239,120277,44.38869376149858
140,2019,4,Chaco,48661,53602,8831,5229,117903,35.40935341410938
141,2019,3,Chaco,50416,49156,8063,5224,114451,9.524990698251273
142,2019,2,Chaco,50765,47448,4203,4727,108734,91.83916250297408
143,2019,1,Chaco,53409,43555,1951,3628,103677,115.42798564838543
144,2018,4,Chaco,53409,43555,1940,3236,103270,0.5670103092783505
145,2018,3,Chaco,53927,42359,1990,2628,102033,-2.512562814070352
146,2018,2,Chaco,54134,40750,562,1946,98521,254.09252669039145
147,2018,1,Chaco,54879,40157,383,388,96937,46.73629242819843
148,2017,4,Chaco,55035,39690,389,380,96615,-1.5424164524421593
149,2017,3,Chaco,54888,37307,456,36,93759,-14.692982456140353
150,2017,2,Chaco,54449,35613,458,52,90611,-0.43668122270742354
151,2017,1,Chaco,54430,34277,252,52,89050,81.74603174603175
152,2016,4,Chaco,54974,33534,248,52,88847,1.6129032258064515
153,2016,3,Chaco,56251,32730,232,2,89230,6.896551724137931
154,2016,2,Chaco,56112,31825,221,52,88251,4.97737556561086
155,2016,1,Chaco,56353,29994,211,52,86651,4.739336492890995
156,2015,4,Chaco,56818,29456,186,52,86553,13.440860215053762
157,2015,3,Chaco,56282,28809,186,52,85370,0.0
158,2015,2,Chaco,55767,27809,179,52,83848,3.910614525139665
159,2015,1,Chaco,54952,26161,164,27,81360,9.146341463414634
160,2014,4,Chaco,55024,10918,31,0,66035,429.0322580645161
161,2014,3,Chaco,53321,10336,29,1,63746,6.896551724137931
162,2014,2,Chaco,53321,9870,30,0,63279,-3.3333333333333335
163,2014,1,Chaco,52971,9497,30,0,62556,0.0
164,2024,1,Chubut,26306,77217,26356,30867,170676,
165,2023,4,Chubut,26306,77217,26174,30543,170170,0.6953465270879499
166,2023,3,Chubut,26352,75460,25827,30521,168068,1.3435551941766368
167,2023,2,Chubut,33702,73689,16111,30521,163961,60.30662280429521
168,2023,1,Chubut,45448,73525,9815,30521,170053,64.14671421293939
169,2022,4,Chubut,45450,73923,9815,30721,168759,0.0
170,2022,3,Chubut,45377,72212,9574,29784,165778,2.517234175893044
171,2022,2,Chubut,45377,69242,9574,29784,162805,0.0
172,2022,1,Chubut,44133,66667,9184,30592,171628,4.246515679442508
173,2021,4,Chubut,46361,57412,9655,28041,160308,-4.8783013982392545
174,2021,3,Chubut,49269,55794,8946,23376,156066,7.925329756315672
175,2021,2,Chubut,49271,41497,6081,23682,139237,47.11396151948692
176,2021,1,Chubut,45501,40960,3444,23723,132340,76.56794425087108
177,2020,4,Chubut,45703,39756,3040,23363,130574,13.289473684210526
178,2020,3,Chubut,45761,39386,2897,23216,130027,4.936140835346911
179,2020,2,Chubut,45761,38279,1324,17678,108656,118.80664652567975
180,2020,1,Chubut,45763,27287,1324,16885,96738,0.0
181,2019,4,Chubut,47045,26977,1324,15267,96102,0.0
182,2019,3,Chubut,37298,27090,1917,15149,89005,-30.93375065206051
183,2019,2,Chubut,37313,26338,1917,14443,87556,0.0
184,2019,1,Chubut,37302,23065,1923,14443,79778,-0.31201248049922
185,2018,4,Chubut,37215,23065,952,14443,78722,101.99579831932772
186,2018,3,Chubut,58887,23065,1239,13817,103736,-23.163841807909606
187,2018,2,Chubut,58935,19591,1239,14070,100564,0.0
188,2018,1,Chubut,56375,19591,1194,14070,97959,3.7688442211055273
189,2017,4,Chubut,56378,15097,1187,14070,93440,0.5897219882055602
190,2017,3,Chubut,56359,5645,1217,13503,83544,-2.4650780608052587
191,2017,2,Chubut,43994,1067,916,13194,63975,32.86026200873363
192,2017,1,Chubut,43994,999,916,13194,63896,0.0
193,2016,4,Chubut,43994,955,916,13107,63765,0.0
194,2016,3,Chubut,43987,935,916,13364,63952,0.0
195,2016,2,Chubut,43977,867,916,13293,63856,0.0
196,2016,1,Chubut,43967,834,916,13280,63800,0.0
197,2015,4,Chubut,43968,811,916,13521,64019,0.0
198,2015,3,Chubut,43964,792,916,13408,63883,0.0
199,2015,2,Chubut,43949,762,916,13055,63485,0.0
200,2015,1,Chubut,45645,717,906,12540,65273,1.1037527593818985
201,2014,4,Chubut,48539,697,891,12256,68542,1.6835016835016834
202,2014,3,Chubut,49219,668,882,11853,69137,1.0204081632653061
203,2014,2,Chubut,51070,649,866,10960,70519,1.8475750577367205
204,2014,1,Chubut,51066,539,866,10776,70221,0.0
205,2024,1,Córdoba,102812,449784,458985,61121,1082199,
206,2023,4,Córdoba,115662,452380,440536,61862,1079302,4.1878529790981895
207,2023,3,Córdoba,125050,453994,417338,62514,1069334,5.5585640416161475
208,2023,2,Córdoba,129303,453924,411703,62391,1067751,1.3687051102372343
209,2023,1,Córdoba,136976,455139,386297,61066,1049972,6.57680489364401
210,2022,4,Córdoba,152265,456947,367393,61631,1049660,5.145443707419576
211,2022,3,Córdoba,163770,465461,338570,61070,1038668,8.513158283368284
212,2022,2,Córdoba,179181,467595,308895,61107,1026435,9.606824325418021
213,2022,1,Córdoba,195610,501799,235838,60843,1003803,30.977620230836422
214,2021,4,Córdoba,212011,487489,217214,61277,986770,8.574032981299547
215,2021,3,Córdoba,229275,477223,167495,57617,946788,29.68387116033314
216,2021,2,Córdoba,239780,467782,151855,55944,930880,10.29929867307629
217,2021,1,Córdoba,260350,444695,134634,54137,910881,12.790974048160198
218,2020,4,Córdoba,267396,439322,125620,52827,902701,7.1756089794618685
219,2020,3,Córdoba,276360,430771,102217,48368,867472,22.89540878718804
220,2020,2,Córdoba,282858,415007,85818,44522,836468,19.10904472255238
221,2020,1,Córdoba,286168,406109,68512,41617,811099,25.259808500700608
222,2019,4,Córdoba,296872,410038,53335,37750,806688,28.4559857504453
223,2019,3,Córdoba,307780,399231,30064,37277,783053,77.40486961149547
224,2019,2,Córdoba,314768,388254,23023,33847,775128,30.582461017243627
225,2019,1,Córdoba,323272,363959,19902,24615,744115,15.681841021002915
226,2018,4,Córdoba,328854,355716,17675,21851,737339,12.599717114568602
227,2018,3,Córdoba,337620,342401,15785,19213,725858,11.973392461197339
228,2018,2,Córdoba,345141,327636,13832,16355,713073,14.119433198380566
229,2018,1,Córdoba,349342,326894,13178,13237,713926,4.962816815905296
230,2017,4,Córdoba,349710,324709,12778,12043,709979,3.130380341211457
231,2017,3,Córdoba,344580,319360,10579,7137,696644,20.786463748936573
232,2017,2,Córdoba,341748,303488,4451,6446,657638,137.6769265333633
233,2017,1,Córdoba,335673,293479,4871,5782,641199,-8.622459453910901
234,2016,4,Córdoba,337368,289344,3368,5686,636555,44.62589073634204
235,2016,3,Córdoba,348481,285480,2540,5695,642591,32.59842519685039
236,2016,2,Córdoba,348891,277615,1709,5610,634914,48.62492685781159
237,2016,1,Córdoba,350884,252346,674,5636,609926,153.5608308605341
238,2015,4,Córdoba,353530,266062,480,5613,626070,40.416666666666664
239,2015,3,Córdoba,351692,264055,1450,5412,622998,-66.89655172413794
240,2015,2,Córdoba,348130,255596,435,5199,609746,233.33333333333334
241,2015,1,Córdoba,343883,247564,415,4645,596957,4.819277108433735
242,2014,4,Córdoba,345157,240452,419,3918,590432,-0.9546539379474941
243,2014,3,Córdoba,340212,240334,444,4064,585431,-5.63063063063063
244,2014,2,Córdoba,337825,234729,351,3673,576952,26.495726495726498
245,2014,1,Córdoba,336841,225769,347,3585,566910,1.1527377521613833
246,2024,1,Corrientes,18390,85595,38268,10409,157894,
247,2023,4,Corrientes,21769,86102,35968,10402,159472,6.394572953736654
248,2023,3,Corrientes,24253,83897,36032,10407,159829,-0.17761989342806395
249,2023,2,Corrientes,26821,82977,32834,10407,158294,9.739903758299324
250,2023,1,Corrientes,29577,81116,30016,11071,157020,9.388326226012794
251,2022,4,Corrientes,34038,80283,26752,9082,155453,12.200956937799043
252,2022,3,Corrientes,36508,77140,18619,7256,144846,43.6811858853859
253,2022,2,Corrientes,38468,75769,18181,7256,144997,2.4091084098784443
254,2022,1,Corrientes,40462,79093,10875,6774,142578,67.1816091954023
255,2021,4,Corrientes,42523,71183,10138,6778,135912,7.26967843756165
256,2021,3,Corrientes,44805,69403,7542,6766,133819,34.42057809599576
257,2021,2,Corrientes,46648,67262,3731,6557,129501,102.1441972661485
258,2021,1,Corrientes,49160,62876,3337,5949,126625,11.807012286484866
259,2020,4,Corrientes,50102,61495,3146,5626,125659,6.0712015257469805
260,2020,3,Corrientes,50858,58681,2960,5513,123391,6.283783783783783
261,2020,2,Corrientes,51248,55536,3144,3927,118866,-5.852417302798982
262,2020,1,Corrientes,51126,53231,2172,2437,113970,44.751381215469614
263,2019,4,Corrientes,52525,51845,2002,2458,113834,8.49150849150849
264,2019,3,Corrientes,53344,50230,1888,2458,112759,6.038135593220339
265,2019,2,Corrientes,53835,47431,1701,2444,111549,10.993533215755438
266,2019,1,Corrientes,55842,43444,1615,1528,102487,5.325077399380805
267,2018,4,Corrientes,55842,42418,796,1515,100601,102.8894472361809
268,2018,3,Corrientes,56444,41300,212,1468,99456,275.47169811320754
269,2018,2,Corrientes,56541,39715,201,1468,97957,5.472636815920398
270,2018,1,Corrientes,56937,35225,888,1334,94417,-77.36486486486487
271,2017,4,Corrientes,56786,34722,894,1334,93771,-0.6711409395973155
272,2017,3,Corrientes,56247,33993,947,1334,92548,-5.59662090813094
273,2017,2,Corrientes,55262,33192,258,1354,90097,267.05426356589146
274,2017,1,Corrientes,54993,31994,236,1354,88608,9.322033898305085
275,2016,4,Corrientes,54981,31497,233,1354,88096,1.2875536480686696
276,2016,3,Corrientes,55934,30813,217,1354,88340,7.373271889400922
277,2016,2,Corrientes,55511,29845,203,1354,86956,6.896551724137931
278,2016,1,Corrientes,55454,28491,192,1354,85536,5.729166666666666
279,2015,4,Corrientes,55681,28178,177,1354,85435,8.47457627118644
280,2015,3,Corrientes,55792,27604,176,1340,84959,0.5681818181818182
281,2015,2,Corrientes,55238,26553,157,1321,83316,12.101910828025478
282,2015,1,Corrientes,54649,25372,129,1319,81531,21.705426356589147
283,2014,4,Corrientes,54754,9526,40,1315,65710,222.5
284,2014,3,Corrientes,52957,9184,31,1312,63549,29.03225806451613
285,2014,2,Corrientes,52883,8680,31,1309,62958,0.0
286,2014,1,Corrientes,52565,8279,31,1306,62236,0.0
287,2024,1,Entre Ríos,36574,158283,66180,23950,296552,
288,2023,4,Entre Ríos,41794,159575,61667,24036,298637,7.318338819790163
289,2023,3,Entre Ríos,45384,157464,54794,24481,293293,12.543344161769538
290,2023,2,Entre Ríos,46503,142562,49251,24461,273947,11.254593815354003
291,2023,1,Entre Ríos,51084,141699,44508,26415,274878,10.65651118899973
292,2022,4,Entre Ríos,55507,135746,40798,26414,270974,9.09358301877543
293,2022,3,Entre Ríos,60345,132952,36971,26098,268959,10.351356468583486
294,2022,2,Entre Ríos,63794,131029,35839,26098,269352,3.158570272608053
295,2022,1,Entre Ríos,67159,138986,23091,26098,267926,55.20765666276905
296,2021,4,Entre Ríos,70459,133387,23452,25022,265046,-1.5393143441923929
297,2021,3,Entre Ríos,74443,128752,20485,23500,260375,14.483768611178913
298,2021,2,Entre Ríos,77836,124957,17856,23786,257632,14.72334229390681
299,2021,1,Entre Ríos,83688,118424,16846,20836,251963,5.995488543274368
300,2020,4,Entre Ríos,85683,113670,15653,20206,247381,7.621542196384079
301,2020,3,Entre Ríos,87892,106950,13954,20379,241495,12.175720223591801
302,2020,2,Entre Ríos,89391,99423,13954,20042,234113,0.0
303,2020,1,Entre Ríos,90368,95434,13245,18737,231846,5.352963382408456
304,2019,4,Entre Ríos,92981,99206,12875,18561,239030,2.8737864077669903
305,2019,3,Entre Ríos,94947,96305,12888,18530,238102,-0.10086902545003104
306,2019,2,Entre Ríos,97081,91081,12764,17369,235824,0.9714822939517392
307,2019,1,Entre Ríos,100999,90253,12723,16231,232447,0.3222510414210485
308,2018,4,Entre Ríos,101168,86198,4853,15472,222047,162.16773130022665
309,2018,3,Entre Ríos,103318,83714,2403,15093,204608,101.9558884727424
