,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra_óptica,Wireless,Total,kpi_3
649,2015,3,Río Negro,66806,27130,917,3415,99614,-0.21810250817884408
650,2015,2,Río Negro,66738,26268,916,3457,98727,0.10917030567685589
651,2015,1,Río Negro,66274,25217,907,3473,97333,0.9922822491730982
652,2014,4,Río Negro,66307,23703,901,3819,96260,0.6659267480577136
653,2014,3,Río Negro,65264,26590,888,3533,97780,1.4639639639639639
654,2014,2,Río Negro,64920,24944,876,3657,95957,1.36986301369863
655,2014,1,Río Negro,64886,24156,876,3576,95066,0.0
656,2024,1,Salta,23858,99150,61543,11807,202861,
657,2023,4,Salta,26765,98853,60800,11806,204732,1.2220394736842106
658,2023,3,Salta,29113,98324,59914,12337,206233,1.4787862603064392
659,2023,2,Salta,30666,97501,58275,12337,205328,2.8125268125268126
660,2023,1,Salta,33427,96922,56259,12269,205426,3.5834266517357225
661,2022,4,Salta,36939,97023,53470,11884,205860,5.216008976996447
662,2022,3,Salta,40006,96984,50254,10082,204541,6.399490587813905
663,2022,2,Salta,42665,96178,47076,10068,203177,6.75078596312346
664,2022,1,Salta,44714,98667,40994,5950,197515,14.836317509879496
665,2021,4,Salta,46972,99808,39555,5882,199405,3.637972443433194
666,2021,3,Salta,49212,98318,36126,5724,195833,9.491778774289985
667,2021,2,Salta,51396,96016,32050,5724,191639,12.717628705148206
668,2021,1,Salta,54768,89187,31498,5669,187574,1.7524922217283638
669,2020,4,Salta,56659,87817,30604,5858,187390,2.9211867729708536
670,2020,3,Salta,58216,84128,25445,5764,180846,20.275103163686385
671,2020,2,Salta,59502,81740,24289,5123,177762,4.759356087117625
672,2020,1,Salta,60426,75593,23025,4125,170381,5.489685124864278
673,2019,4,Salta,63272,76062,21865,3040,172445,5.305282414818203
674,2019,3,Salta,65799,74329,733,1580,151835,2882.9467939972715
675,2019,2,Salta,68827,62343,725,1210,142568,1.103448275862069
676,2019,1,Salta,74426,57933,647,1135,136020,12.055641421947449
677,2018,4,Salta,74295,57539,638,253,134578,1.4106583072100314
678,2018,3,Salta,76600,53980,678,234,132883,-5.899705014749262
679,2018,2,Salta,78386,53478,678,234,134167,0.0
680,2018,1,Salta,79936,51534,118,204,133183,474.57627118644064
681,2017,4,Salta,80705,50446,127,158,132812,-7.086614173228346
682,2017,3,Salta,80782,50284,127,158,132518,0.0
683,2017,2,Salta,80184,27280,115,158,108541,10.434782608695652
684,2017,1,Salta,79837,26845,114,158,107633,0.8771929824561403
685,2016,4,Salta,79389,26657,110,158,106935,3.6363636363636362
686,2016,3,Salta,80866,26113,90,157,107791,22.22222222222222
687,2016,2,Salta,79438,24719,85,151,104932,5.88235294117647
688,2016,1,Salta,78973,22741,73,132,102426,16.43835616438356
689,2015,4,Salta,78744,22446,47,129,101920,55.319148936170215
690,2015,3,Salta,78064,21688,47,129,100573,0.0
691,2015,2,Salta,77214,20297,47,129,98267,0.0
692,2015,1,Salta,76280,19781,47,129,96811,0.0
693,2014,4,Salta,76026,17289,48,6,93947,-2.083333333333333
694,2014,3,Salta,73828,18394,43,109,92954,11.627906976744185
695,2014,2,Salta,73841,17504,45,7,91974,-4.444444444444445
696,2014,1,Salta,73131,17538,45,8,91290,0.0
697,2024,1,San Juan,12669,18543,44904,23594,106666,
698,2023,4,San Juan,12669,18543,42691,22351,103210,5.183762385514512
699,2023,3,San Juan,12669,19376,42383,22317,103730,0.7267064624967557
700,2023,2,San Juan,21483,20200,25217,23545,97449,68.07312527263353
701,2023,1,San Juan,38568,21215,12798,21912,101767,97.03859978121582
702,2022,4,San Juan,38570,22913,12491,21912,103826,2.4577695941077575
703,2022,3,San Juan,38570,22723,12328,21860,103399,1.3221933809214796
704,2022,2,San Juan,38570,19734,12328,21859,100407,0.0
705,2022,1,San Juan,34038,14449,11294,20723,88178,9.15530370108022
706,2021,4,San Juan,35868,13102,11072,11423,79958,2.005057803468208
707,2021,3,San Juan,40072,12922,6670,11372,79483,65.99700149925037
708,2021,2,San Juan,40072,12369,6673,11372,78933,-0.04495729057395474
709,2021,1,San Juan,40072,11589,6671,11482,78267,0.029980512666766605
710,2020,4,San Juan,40072,7004,6599,10468,72596,1.091074405212911
711,2020,3,San Juan,40092,9223,5509,14023,77327,19.785805046287894
712,2020,2,San Juan,40092,8275,5509,7019,69777,0.0
713,2020,1,San Juan,40092,6448,5508,7082,64231,0.01815541031227306
714,2019,4,San Juan,41360,6338,4931,7241,64974,11.701480429933078
715,2019,3,San Juan,51670,7425,1227,7241,73098,301.8744906275469
716,2019,2,San Juan,51680,7425,1174,2870,70025,4.514480408858603
717,2019,1,San Juan,51660,5838,808,2932,62445,45.2970297029703
718,2018,4,San Juan,51660,5838,806,2883,62398,0.24813895781637718
719,2018,3,San Juan,54025,5838,826,2744,64481,-2.4213075060532687
720,2018,2,San Juan,54080,5068,826,3079,64101,0.0
721,2018,1,San Juan,54080,5068,826,2246,63268,0.0
722,2017,4,San Juan,54079,451,812,2246,58624,1.7241379310344827
723,2017,3,San Juan,54499,5068,816,1053,62449,-0.49019607843137253
724,2017,2,San Juan,48670,451,772,1073,51881,5.699481865284974
725,2017,1,San Juan,48670,451,772,1073,51873,0.0
726,2016,4,San Juan,48670,451,772,1121,51921,0.0
727,2016,3,San Juan,48670,451,770,1174,51968,0.2597402597402597
728,2016,2,San Juan,48670,451,770,1214,52013,0.0
729,2016,1,San Juan,48670,451,770,1195,51994,0.0
730,2015,4,San Juan,48670,451,770,1230,52029,0.0
731,2015,3,San Juan,48670,451,770,1231,52030,0.0
732,2015,2,San Juan,48670,451,770,1189,51988,0.0
733,2015,1,San Juan,48441,451,755,1165,51819,1.9867549668874174
734,2014,4,San Juan,48653,451,740,1202,52119,2.027027027027027
735,2014,3,San Juan,48272,451,731,1199,51779,1.231190150478796
736,2014,2,San Juan,48161,451,722,1139,51646,1.2465373961218837
737,2014,1,San Juan,48161,434,722,808,51298,0.0
738,2024,1,San Luis,4038,41260,31539,78954,156090,
739,2023,4,San Luis,4037,41260,30135,78954,154685,4.659034345445495
740,2023,3,San Luis,4037,41624,24525,78431,148916,22.87461773700306
741,2023,2,San Luis,4937,41949,15595,77960,140748,57.26194293042642
742,2023,1,San Luis,6283,42789,6952,78954,135463,124.32393555811277
743,2022,4,San Luis,6283,43460,3409,81557,135220,103.93077148723965
744,2022,3,San Luis,6860,29363,248,70614,122070,1274.5967741935483
745,2022,2,San Luis,6860,29034,248,70614,121741,0.0
746,2022,1,San Luis,7987,11296,31,71809,119844,700.0
747,2021,4,San Luis,8472,11064,30,70560,118849,3.3333333333333335
748,2021,3,San Luis,8417,11884,27,68856,117864,11.11111111111111
749,2021,2,San Luis,8417,11308,28,66860,122818,-3.571428571428571
750,2021,1,San Luis,8417,10678,28,63826,119154,0.0
751,2020,4,San Luis,8417,11767,27,63019,119435,3.7037037037037033
752,2020,3,San Luis,8401,10077,6,61828,116565,350.0
753,2020,2,San Luis,8401,8357,6,60935,113952,0.0
754,2020,1,San Luis,8301,7612,5,58301,110552,20.0
755,2019,4,San Luis,8569,8027,6,55266,108201,-16.666666666666664
756,2019,3,San Luis,13037,10561,350,62286,122700,-98.28571428571429
757,2019,2,San Luis,11130,10298,347,57242,117385,0.8645533141210375
758,2019,1,San Luis,11108,7784,378,53097,96335,-8.201058201058201
759,2018,4,San Luis,11108,7784,378,53097,96331,0.0
760,2018,3,San Luis,11096,7784,368,52859,74421,2.717391304347826
761,2018,2,San Luis,11104,7666,368,16,21468,0.0
762,2018,1,San Luis,11104,7594,368,16,21396,0.0
763,2017,4,San Luis,11104,1119,335,17,14904,9.850746268656717
764,2017,3,San Luis,11407,7576,347,26,21719,-3.45821325648415
765,2017,2,San Luis,11432,1120,354,26,13307,-1.977401129943503
766,2017,1,San Luis,11432,1120,354,26,13307,0.0
767,2016,4,San Luis,11432,1120,354,26,13307,0.0
768,2016,3,San Luis,11432,1113,354,23,13293,0.0
769,2016,2,San Luis,11432,1063,354,30,13256,0.0
770,2016,1,San Luis,11432,1042,354,27,13232,0.0
771,2015,4,San Luis,11432,1025,354,30,13218,0.0
772,2015,3,San Luis,11432,1025,354,31,13219,0.0
773,2015,2,San Luis,11432,1025,354,33,13221,0.0
774,2015,1,San Luis,11414,1025,351,30,13232,0.8547008547008548
775,2014,4,San Luis,11419,926,355,24,13147,-1.1267605633802817
776,2014,3,San Luis,11303,925,355,25,13046,0.0
777,2014,2,San Luis,11306,925,354,22,13055,0.2824858757062147
778,2014,1,San Luis,11306,428,354,21,12557,0.0
779,2024,1,Santa Cruz,7768,14435,49545,7799,80208,
780,2023,4,Santa Cruz,7768,15669,55246,7687,87031,-10.319299134778989
781,2023,3,Santa Cruz,8376,23931,11270,3660,47987,390.2040816326531
782,2023,2,Santa Cruz,9019,23896,11269,3660,48602,0.008873901854645488
783,2023,1,Santa Cruz,9702,23839,12217,3660,50361,-7.7596791356306785
784,2022,4,Santa Cruz,9702,23876,12217,3746,50203,0.0
785,2022,3,Santa Cruz,10170,24047,10815,3896,49510,12.96347665279704
786,2022,2,Santa Cruz,10170,23725,10815,3896,49185,0.0
787,2022,1,Santa Cruz,10537,23420,10766,3974,49102,0.45513654096228867
788,2021,4,Santa Cruz,10790,22902,10031,4346,48486,7.327285415212841
789,2021,3,Santa Cruz,12347,22961,6328,4269,48976,58.51769911504425
790,2021,2,Santa Cruz,12347,22967,6328,4269,48982,0.0
791,2021,1,Santa Cruz,12347,23089,5975,4264,46065,5.907949790794979
792,2020,4,Santa Cruz,12347,19657,1041,4659,40674,473.96733909702215
793,2020,3,Santa Cruz,12845,16098,1027,6938,39281,1.3631937682570594
794,2020,2,Santa Cruz,12845,16044,1027,6585,38869,0.0
795,2020,1,Santa Cruz,12845,15766,1026,6817,38822,0.09746588693957114
796,2019,4,Santa Cruz,13264,15899,1036,6800,39370,-0.9652509652509652
797,2019,3,Santa Cruz,10663,17056,969,6544,37970,6.9143446852425186
798,2019,2,Santa Cruz,10665,10257,379,6514,30550,155.67282321899737
799,2019,1,Santa Cruz,10659,4615,382,6514,24905,-0.7853403141361256
800,2018,4,Santa Cruz,10659,4615,382,6378,24768,0.0
801,2018,3,Santa Cruz,18606,4574,585,6238,33999,-34.7008547008547
802,2018,2,Santa Cruz,18615,4474,585,6734,34405,0.0
803,2018,1,Santa Cruz,18615,4474,1799,6734,34405,-67.48193440800445
804,2017,4,Santa Cruz,18614,1668,582,4638,29452,209.106529209622
805,2017,3,Santa Cruz,19220,5487,1544,4552,33690,-62.30569948186528
806,2017,2,Santa Cruz,15311,2722,1365,4735,26388,13.113553113553115
807,2017,1,Santa Cruz,15502,2722,1272,4733,26486,7.311320754716981
808,2016,4,Santa Cruz,15607,2722,1055,4823,26464,20.568720379146917
809,2016,3,Santa Cruz,15570,2722,817,4978,26257,29.13096695226438
810,2016,2,Santa Cruz,15453,2722,396,4996,26153,106.31313131313132
811,2016,1,Santa Cruz,15654,2723,396,5088,26287,0.0
812,2015,4,Santa Cruz,15614,2723,396,5261,26403,0.0
813,2015,3,Santa Cruz,15540,2718,396,5226,26271,0.0
814,2015,2,Santa Cruz,15343,2707,396,4917,25763,0.0
815,2015,1,Santa Cruz,16215,2700,392,4772,26641,1.0204081632653061
816,2014,4,Santa Cruz,17553,448,388,4395,25713,1.0309278350515463
817,2014,3,Santa Cruz,17862,492,385,4273,26110,0.7792207792207793
818,2014,2,Santa Cruz,18956,448,381,4118,27169,1.0498687664041995
819,2014,1,Santa Cruz,18927,100,381,4092,26764,0.0
820,2024,1,Santa Fe,86548,399817,374288,44162,918588,
821,2023,4,Santa Fe,97004,398670,355762,44521,909501,5.207413945278023
822,2023,3,Santa Fe,108503,397854,336013,44545,900352,5.877451170044016
823,2023,2,Santa Fe,126344,399669,311166,44134,895814,7.985126909752351
824,2023,1,Santa Fe,138935,405618,283988,43487,886274,9.570122681240052
825,2022,4,Santa Fe,163621,412157,248558,44113,887691,14.254218331335142
826,2022,3,Santa Fe,183740,426255,215189,43079,887810,15.506833527736083
827,2022,2,Santa Fe,198492,428233,189503,43081,878859,13.554402832672835
828,2022,1,Santa Fe,213486,444609,146552,45261,870479,29.30768600906163
829,2021,4,Santa Fe,233427,444373,128856,43556,866441,13.73315949587136
830,2021,3,Santa Fe,245929,443156,93412,43447,841584,37.94373313921124
831,2021,2,Santa Fe,256741,431915,90424,43997,840600,3.304432451561532
832,2021,1,Santa Fe,277012,421480,70976,39140,826127,27.400811541929667
833,2020,4,Santa Fe,287271,414746,62692,38712,820813,13.21380718432974
834,2020,3,Santa Fe,295051,405807,45721,37112,802998,37.11861070405284
835,2020,2,Santa Fe,299974,381679,46698,30487,777932,-2.09216668808086
836,2020,1,Santa Fe,302366,383673,35123,30488,771118,32.95561313099678
837,2019,4,Santa Fe,312072,382254,27464,26978,769169,27.88741625400524
838,2019,3,Santa Fe,319396,377171,18690,24269,760934,46.94489031567684
839,2019,2,Santa Fe,325420,355140,18236,21980,743484,2.489581048475543
840,2019,1,Santa Fe,340038,340344,15621,23215,737078,16.74028551309135
841,2018,4,Santa Fe,335519,322782,14387,18705,720390,8.577187738930979
842,2018,3,Santa Fe,339126,312866,11749,16337,695100,22.452974721252872
843,2018,2,Santa Fe,337934,304349,11354,15801,684552,3.4789501497269684
844,2018,1,Santa Fe,341997,300421,10674,11636,680026,6.370620198613454
845,2017,4,Santa Fe,341680,293831,10602,10965,672460,0.6791171477079796
846,2017,3,Santa Fe,322953,290655,6338,4897,662342,67.27674345219312
847,2017,2,Santa Fe,329813,228102,3234,4958,567280,95.98021026592455
848,2017,1,Santa Fe,327458,226094,3210,4948,562882,0.7476635514018692
849,2016,4,Santa Fe,326721,225792,3201,4946,561832,0.28116213683223995
850,2016,3,Santa Fe,334911,223011,3037,4862,567011,5.40006585446164
851,2016,2,Santa Fe,336244,219088,2981,4744,564474,1.8785642401878564
852,2016,1,Santa Fe,338052,204816,3014,4686,551996,-1.094890510948905
853,2015,4,Santa Fe,339843,212911,2885,4596,561672,4.471403812824957
854,2015,3,Santa Fe,337042,209673,4169,4426,556738,-30.798752698488848
855,2015,2,Santa Fe,333117,204685,2877,4320,546388,44.90789016336462
856,2015,1,Santa Fe,328809,199037,2845,4239,536437,1.124780316344464
857,2014,4,Santa Fe,335267,183009,3205,6282,529397,-11.23244929797192
858,2014,3,Santa Fe,325577,183630,4407,6540,520887,-27.27479010664851
859,2014,2,Santa Fe,324101,178495,3085,6041,512358,42.85251215559157
860,2014,1,Santa Fe,322662,174296,3059,5951,506612,0.8499509643674402
861,2024,1,Santiago Del Estero,6644,80722,27018,7058,124362,
862,2023,4,Santiago Del Estero,8290,80692,24271,7057,123230,11.318033867578592
863,2023,3,Santiago Del Estero,9412,80919,21745,6916,121928,11.616463554840193
864,2023,2,Santiago Del Estero,10629,80086,17244,6916,117809,26.101832521456735
865,2023,1,Santiago Del Estero,11642,80407,16656,6916,118555,3.5302593659942363
866,2022,4,Santiago Del Estero,13577,80955,15117,6911,119494,10.180591387179996
867,2022,3,Santiago Del Estero,15385,80937,13170,6618,119032,14.78359908883827
868,2022,2,Santiago Del Estero,16561,80338,11605,6618,118044,13.485566566135287
869,2022,1,Santiago Del Estero,18118,87979,1093,6349,116461,961.7566331198535
870,2021,4,Santiago Del Estero,19032,86563,1088,6256,115861,0.4595588235294118
871,2021,3,Santiago Del Estero,19939,85535,909,6147,115458,19.691969196919693
872,2021,2,Santiago Del Estero,20734,83770,909,5081,114090,0.0
873,2021,1,Santiago Del Estero,26468,75849,570,5158,111641,59.473684210526315
874,2020,4,Santiago Del Estero,26812,70522,570,5169,106669,0.0
875,2020,3,Santiago Del Estero,26419,70720,555,4185,105492,2.7027027027027026
876,2020,2,Santiago Del Estero,25917,72074,355,3038,105447,56.33802816901409
877,2020,1,Santiago Del Estero,24695,70424,200,2779,102755,77.5
878,2019,4,Santiago Del Estero,24682,71239,200,2810,103588,0.0
879,2019,3,Santiago Del Estero,24556,71198,219,2759,133132,-8.67579908675799
880,2019,2,Santiago Del Estero,24393,64783,219,2759,126754,0.0
881,2019,1,Santiago Del Estero,25337,61547,23,2847,89853,852.1739130434784
882,2018,4,Santiago Del Estero,25339,61243,23,2649,89335,0.0
883,2018,3,Santiago Del Estero,25805,58789,23,1662,86360,0.0
884,2018,2,Santiago Del Estero,26074,55935,23,1662,83775,0.0
885,2018,1,Santiago Del Estero,26788,54594,23,1432,82918,0.0
886,2017,4,Santiago Del Estero,27313,40407,19,1025,68844,21.052631578947366
887,2017,3,Santiago Del Estero,27733,54096,19,911,82794,0.0
888,2017,2,Santiago Del Estero,28337,3900,19,911,33196,0.0
889,2017,1,Santiago Del Estero,29616,3900,19,911,34475,0.0
890,2016,4,Santiago Del Estero,30192,3900,19,911,35051,0.0
891,2016,3,Santiago Del Estero,31730,3900,19,3,35660,0.0
892,2016,2,Santiago Del Estero,32101,3900,19,911,36961,0.0
893,2016,1,Santiago Del Estero,32838,3900,19,911,37698,0.0
894,2015,4,Santiago Del Estero,33582,4365,19,1139,39135,0.0
895,2015,3,Santiago Del Estero,33886,4365,19,1097,39397,0.0
896,2015,2,Santiago Del Estero,33873,4365,19,1091,39378,0.0
897,2015,1,Santiago Del Estero,33813,4365,19,1020,39252,0.0
898,2014,4,Santiago Del Estero,34110,4231,19,920,39317,0.0
899,2014,3,Santiago Del Estero,32820,3900,19,768,37548,0.0
900,2014,2,Santiago Del Estero,32820,4231,19,907,38011,0.0
901,2014,1,Santiago Del Estero,32567,3598,19,915,37133,0.0
902,2024,1,Tierra Del Fuego,9357,48005,3684,177,61555,
903,2023,4,Tierra Del Fuego,9357,48071,3682,157,61599,0.05431830526887561
904,2023,3,Tierra Del Fuego,9357,45203,3682,157,58731,0.0
905,2023,2,Tierra Del Fuego,12392,45224,525,157,58635,601.3333333333334
906,2023,1,Tierra Del Fuego,12754,43146,405,157,57113,29.629629629629626
907,2022,4,Tierra Del Fuego,12754,41293,405,157,55260,0.0
908,2022,3,Tierra Del Fuego,12754,39963,403,125,53896,0.49627791563275436
909,2022,2,Tierra Del Fuego,12754,39837,403,125,53770,0.0
910,2022,1,Tierra Del Fuego,13031,38700,416,124,52611,-3.125
911,2021,4,Tierra Del Fuego,13317,38148,426,124,52357,-2.3474178403755865
912,2021,3,Tierra Del Fuego,12853,36958,6,16,50223,7000.0
913,2021,2,Tierra Del Fuego,12853,22504,6,14,35693,0.0
914,2021,1,Tierra Del Fuego,12853,27247,6,0,40422,0.0
915,2020,4,Tierra Del Fuego,12853,26439,6,0,39614,0.0
916,2020,3,Tierra Del Fuego,12854,26491,0,0,39655,inf
917,2020,2,Tierra Del Fuego,12854,26025,0,0,39189,
918,2020,1,Tierra Del Fuego,12854,25632,0,0,38794,
919,2019,4,Tierra Del Fuego,13261,26821,0,0,40392,
920,2019,3,Tierra Del Fuego,19790,26659,651,0,48587,-100.0
921,2019,2,Tierra Del Fuego,19790,25527,651,0,47454,0.0
922,2019,1,Tierra Del Fuego,19789,23549,1623,0,46447,-59.88909426987061
923,2018,4,Tierra Del Fuego,19789,23349,1623,0,46260,0.0
924,2018,3,Tierra Del Fuego,19365,22649,1502,1,45564,8.055925432756325
925,2018,2,Tierra Del Fuego,19372,22756,531,1,44707,182.86252354048963
926,2018,1,Tierra Del Fuego,19372,9663,531,1,31614,0.0
927,2017,4,Tierra Del Fuego,19372,6906,530,1,28854,0.18867924528301888
928,2017,3,Tierra Del Fuego,21587,7012,622,1,31466,-14.790996784565916
929,2017,2,Tierra Del Fuego,22636,6905,665,1,32557,-6.466165413533835
930,2017,1,Tierra Del Fuego,22636,6905,665,1,32557,0.0
931,2016,4,Tierra Del Fuego,22636,6905,665,1,32557,0.0
932,2016,3,Tierra Del Fuego,22636,6276,665,1,31925,0.0
933,2016,2,Tierra Del Fuego,22636,5707,665,1,31359,0.0
934,2016,1,Tierra Del Fuego,22636,4834,665,1,30486,0.0
935,2015,4,Tierra Del Fuego,22636,4301,665,1,29953,0.0
936,2015,3,Tierra Del Fuego,22636,8085,665,1,33737,0.0
937,2015,2,Tierra Del Fuego,22636,7927,665,1,33579,0.0
938,2015,1,Tierra Del Fuego,22291,7924,657,1,33456,1.21765601217656
939,2014,4,Tierra Del Fuego,21948,3664,655,1,28990,0.3053435114503817
940,2014,3,Tierra Del Fuego,21840,3469,650,1,28792,0.7692307692307693
941,2014,2,Tierra Del Fuego,21618,3008,648,1,28209,0.30864197530864196
942,2014,1,Tierra Del Fuego,21618,2837,648,1,28038,0.0
943,2024,1,Tucumán,33682,20361,205959,4075,264595,
944,2023,4,Tucumán,41318,20267,199876,4357,266335,3.043386899877924
945,2023,3,Tucumán,46348,20545,195053,4088,266557,2.472661276678646
946,2023,2,Tucumán,50019,20012,188986,4060,263602,3.2102907093647146
947,2023,1,Tucumán,55822,19482,180976,4293,261100,4.42600123773318
948,2022,4,Tucumán,69441,20668,168717,4069,263422,7.26601350189963
949,2022,3,Tucumán,77738,18518,162345,3997,263117,3.92497459114848
950,2022,2,Tucumán,85893,15327,148823,3997,254527,9.08596117535596
951,2022,1,Tucumán,92532,62396,86174,3995,245584,72.70058254229814
952,2021,4,Tucumán,97830,59022,78790,2511,238639,9.371747683716206
953,2021,3,Tucumán,104489,53868,70964,2408,232472,11.028126937602165
954,2021,2,Tucumán,110429,48359,71683,1837,233051,-1.0030272170528578
955,2021,1,Tucumán,147199,12185,69954,1834,231912,2.4716242101952712
956,2020,4,Tucumán,149322,11150,68043,1834,231089,2.808518142939024
957,2020,3,Tucumán,149605,11752,59949,1808,223876,13.501476254816595
958,2020,2,Tucumán,150084,9833,55120,1357,217156,8.76088534107402
959,2020,1,Tucumán,143184,10494,44687,1355,200067,23.34683464989818
960,2019,4,Tucumán,146985,11012,39574,725,198644,12.920099054935058
961,2019,3,Tucumán,150918,12089,116,684,164131,34015.51724137931
962,2019,2,Tucumán,153121,12089,116,684,166331,0.0
963,2019,1,Tucumán,159215,11670,118,678,172002,-1.694915254237288
964,2018,4,Tucumán,159215,11670,119,686,172004,-0.8403361344537815
965,2018,3,Tucumán,161209,9280,110,252,171166,8.181818181818182
966,2018,2,Tucumán,160315,8965,110,252,169957,0.0
967,2018,1,Tucumán,158611,8921,107,368,168057,2.803738317757009
968,2017,4,Tucumán,156583,5223,105,102,162332,1.9047619047619049
969,2017,3,Tucumán,154130,6431,106,40,161012,-0.9433962264150944
970,2017,2,Tucumán,149013,5223,116,14,154411,-8.620689655172415
971,2017,1,Tucumán,147373,5223,116,14,152771,0.0
972,2016,4,Tucumán,146995,4482,116,14,151652,0.0
973,2016,3,Tucumán,147259,3850,116,53,151319,0.0
974,2016,2,Tucumán,145486,2968,116,58,148677,0.0
975,2016,1,Tucumán,144233,2165,116,74,146637,0.0
976,2015,4,Tucumán,144188,1653,116,88,146095,0.0
977,2015,3,Tucumán,142925,1135,116,88,144314,0.0
978,2015,2,Tucumán,139944,479,116,88,140677,0.0
979,2015,1,Tucumán,137857,115,116,88,138276,0.0
980,2014,4,Tucumán,137093,97,116,13,137424,0.0
981,2014,3,Tucumán,131739,97,117,13,132066,-0.8547008547008548
982,2014,2,Tucumán,131740,97,121,13,132069,-3.3057851239669422
983,2014,1,Tucumán,129717,83,121,13,130032,0.0
